#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
Genome/Hong_Kong_Sal68_19_contigs.fa	NODE_23_length_7588_cov_167.757156	6102	6938	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal69_19_contigs.fa	NODE_3_length_390427_cov_17.727222	34010	34447	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal6_19_contigs.fa	NODE_15_length_80220_cov_11.246734	43383	44243	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal6_19_contigs.fa	NODE_15_length_80220_cov_11.246734	64631	65446	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal6_19_contigs.fa	NODE_15_length_80220_cov_11.246734	65507	66310	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal6_19_contigs.fa	NODE_15_length_80220_cov_11.246734	66310	67146	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal6_19_contigs.fa	NODE_15_length_80220_cov_11.246734	67867	68727	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal6_19_contigs.fa	NODE_17_length_57356_cov_12.633531	45047	46672	-	mcr-1.1_1	1-1626/1626	===============	0/0	100.00	100.00	resfinder	KP347127	mcr-1.1	Colistin
Genome/Hong_Kong_Sal6_19_contigs.fa	NODE_1_length_959669_cov_16.673909	194361	194798	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal6_19_contigs.fa	NODE_26_length_5744_cov_13.704606	1898	2773	+	blaCTX-M-64_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AB284167	blaCTX-M-64	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal70_19_contigs.fa	NODE_15_length_80308_cov_62.809699	11512	12372	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal70_19_contigs.fa	NODE_15_length_80308_cov_62.809699	13093	13929	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal70_19_contigs.fa	NODE_15_length_80308_cov_62.809699	13929	14732	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal70_19_contigs.fa	NODE_15_length_80308_cov_62.809699	14793	15608	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal70_19_contigs.fa	NODE_15_length_80308_cov_62.809699	35996	36856	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal70_19_contigs.fa	NODE_1_length_977829_cov_22.227362	814933	815370	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_29_length_7041_cov_24.543366	72	752	+	aac(3)-IVa_1	105-786/786	.=======/======	1/1	86.64	99.85	resfinder	X01385	aac(3)-IVa	Gentamicin;Tobramycin
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_29_length_7041_cov_24.543366	973	1998	+	aph(4)-Ia_1	1-1026/1026	===============	0/0	100.00	100.00	resfinder	V01499	aph(4)-Ia	
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_29_length_7041_cov_24.543366	5856	6671	-	aph(3')-Ia_3	1-816/816	===============	0/0	100.00	99.88	resfinder	EF015636	aph(3')-Ia	
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_2_length_525483_cov_21.456127	37569	38006	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_30_length_6776_cov_28.655023	5030	5686	-	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_32_length_4716_cov_19.051520	2097	2888	+	sul3_2	1-792/792	===============	0/0	100.00	100.00	resfinder	AJ459418	sul3	Sulfamethoxazole
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_34_length_4092_cov_29.533499	706	1919	-	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_37_length_2862_cov_26.649551	1928	2729	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_39_length_1723_cov_19.304982	232	1032	-	blaOXA-10_1	1-801/801	===============	0/0	100.00	100.00	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_40_length_1714_cov_149.758094	43	879	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_40_length_1714_cov_149.758094	879	1682	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_45_length_1286_cov_66.538462	106	921	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_46_length_1263_cov_20.960371	164	985	-	lnu(F)_1	1-822/822	===============	0/0	100.00	99.88	resfinder	EU118119	lnu(F)	Lincomycin
Genome/Hong_Kong_Sal72_19_contigs.fa	NODE_47_length_965_cov_27.289414	22	564	+	ARR-3_4	1-543/543	===============	0/0	100.00	99.82	resfinder	FM207631	ARR-3	
Genome/Hong_Kong_Sal73_19_contigs.fa	NODE_18_length_24540_cov_72.254425	16523	17338	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal73_19_contigs.fa	NODE_18_length_24540_cov_72.254425	17399	18202	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal73_19_contigs.fa	NODE_18_length_24540_cov_72.254425	18202	19038	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.40	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal73_19_contigs.fa	NODE_18_length_24540_cov_72.254425	20017	21263	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
Genome/Hong_Kong_Sal73_19_contigs.fa	NODE_18_length_24540_cov_72.254425	22251	23054	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	99.75	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal73_19_contigs.fa	NODE_18_length_24540_cov_72.254425	23054	23890	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal73_19_contigs.fa	NODE_23_length_4950_cov_73.479376	3943	4803	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal73_19_contigs.fa	NODE_7_length_315473_cov_16.377186	270924	271361	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal75_19_contigs.fa	NODE_15_length_75620_cov_55.503356	8405	9241	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal75_19_contigs.fa	NODE_15_length_75620_cov_55.503356	9241	10044	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal75_19_contigs.fa	NODE_15_length_75620_cov_55.503356	10105	10920	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal75_19_contigs.fa	NODE_15_length_75620_cov_55.503356	31308	32168	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal75_19_contigs.fa	NODE_1_length_1009854_cov_28.002552	194244	194681	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal76_19_contigs.fa	NODE_14_length_84097_cov_71.849381	51944	52804	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal76_19_contigs.fa	NODE_14_length_84097_cov_71.849381	73192	74007	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal76_19_contigs.fa	NODE_14_length_84097_cov_71.849381	74068	74871	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal76_19_contigs.fa	NODE_14_length_84097_cov_71.849381	74871	75707	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal76_19_contigs.fa	NODE_1_length_978161_cov_26.401896	162460	162897	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal77_19_contigs.fa	NODE_1_length_1009354_cov_17.772972	194244	194681	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal77_19_contigs.fa	NODE_23_length_24540_cov_70.894943	16523	17338	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal77_19_contigs.fa	NODE_23_length_24540_cov_70.894943	17399	18202	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal77_19_contigs.fa	NODE_23_length_24540_cov_70.894943	18202	19038	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.52	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal77_19_contigs.fa	NODE_23_length_24540_cov_70.894943	20017	21263	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
Genome/Hong_Kong_Sal77_19_contigs.fa	NODE_23_length_24540_cov_70.894943	22251	23054	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	99.88	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal77_19_contigs.fa	NODE_23_length_24540_cov_70.894943	23054	23890	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal77_19_contigs.fa	NODE_29_length_4950_cov_90.313975	148	1008	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal78_19_contigs.fa	NODE_1_length_650373_cov_20.328504	487478	487915	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal78_19_contigs.fa	NODE_29_length_3856_cov_188.437153	1554	2800	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
Genome/Hong_Kong_Sal82_19_contigs.fa	NODE_1_length_977917_cov_24.680495	162460	162897	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal82_19_contigs.fa	NODE_22_length_24540_cov_124.993051	16523	17338	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal82_19_contigs.fa	NODE_22_length_24540_cov_124.993051	17399	18202	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal82_19_contigs.fa	NODE_22_length_24540_cov_124.993051	18202	19038	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.76	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal82_19_contigs.fa	NODE_22_length_24540_cov_124.993051	20017	21263	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
Genome/Hong_Kong_Sal82_19_contigs.fa	NODE_22_length_24540_cov_124.993051	22251	23054	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal82_19_contigs.fa	NODE_22_length_24540_cov_124.993051	23054	23890	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal82_19_contigs.fa	NODE_28_length_4950_cov_119.439360	3943	4803	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal83_19_contigs.fa	NODE_1_length_711393_cov_21.086794	194343	194780	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal83_19_contigs.fa	NODE_24_length_7588_cov_55.990680	4423	5238	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal83_19_contigs.fa	NODE_24_length_7588_cov_55.990680	5299	6102	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal83_19_contigs.fa	NODE_24_length_7588_cov_55.990680	6102	6938	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal85_19_contigs.fa	NODE_32_length_15952_cov_95.110299	651	1487	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal85_19_contigs.fa	NODE_32_length_15952_cov_95.110299	1487	2290	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal85_19_contigs.fa	NODE_32_length_15952_cov_95.110299	2351	3166	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal85_19_contigs.fa	NODE_39_length_4950_cov_119.384773	3943	4803	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal85_19_contigs.fa	NODE_3_length_456041_cov_10.457712	293145	293582	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal86_19_contigs.fa	NODE_16_length_66810_cov_83.263977	887	1723	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal86_19_contigs.fa	NODE_16_length_66810_cov_83.263977	1723	2526	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal86_19_contigs.fa	NODE_16_length_66810_cov_83.263977	2587	3402	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal86_19_contigs.fa	NODE_16_length_66810_cov_83.263977	23790	24650	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal86_19_contigs.fa	NODE_1_length_682432_cov_22.991434	194518	194955	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal88_19_contigs.fa	NODE_2_length_538102_cov_15.028080	50213	50650	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal91_19_contigs.fa	NODE_16_length_75699_cov_78.630994	8484	9320	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal91_19_contigs.fa	NODE_16_length_75699_cov_78.630994	9320	10123	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal91_19_contigs.fa	NODE_16_length_75699_cov_78.630994	10184	10999	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal91_19_contigs.fa	NODE_16_length_75699_cov_78.630994	31387	32247	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal91_19_contigs.fa	NODE_1_length_650279_cov_20.268707	487383	487820	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal93_19_contigs.fa	NODE_14_length_80307_cov_105.142565	11511	12371	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal93_19_contigs.fa	NODE_14_length_80307_cov_105.142565	13092	13928	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal93_19_contigs.fa	NODE_14_length_80307_cov_105.142565	13928	14731	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal93_19_contigs.fa	NODE_14_length_80307_cov_105.142565	14792	15607	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal93_19_contigs.fa	NODE_14_length_80307_cov_105.142565	35995	36855	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.30	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal93_19_contigs.fa	NODE_1_length_1221617_cov_23.285086	487385	487822	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal94_19_contigs.fa	NODE_1_length_1237781_cov_17.189678	814395	814832	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal94_19_contigs.fa	NODE_22_length_23016_cov_146.534984	16523	17338	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal94_19_contigs.fa	NODE_22_length_23016_cov_146.534984	17399	18202	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal94_19_contigs.fa	NODE_22_length_23016_cov_146.534984	18202	19038	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal94_19_contigs.fa	NODE_22_length_23016_cov_146.534984	20017	21263	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
Genome/Hong_Kong_Sal94_19_contigs.fa	NODE_26_length_4950_cov_84.107121	3943	4803	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal98_19_contigs.fa	NODE_15_length_80238_cov_87.336610	43391	44251	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal98_19_contigs.fa	NODE_15_length_80238_cov_87.336610	64639	65454	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal98_19_contigs.fa	NODE_15_length_80238_cov_87.336610	65515	66318	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal98_19_contigs.fa	NODE_15_length_80238_cov_87.336610	66318	67154	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal98_19_contigs.fa	NODE_15_length_80238_cov_87.336610	67875	68735	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal98_19_contigs.fa	NODE_1_length_1009696_cov_23.354264	764829	765266	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Hong_Kong_Sal99_19_contigs.fa	NODE_18_length_75611_cov_73.925729	8396	9232	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Hong_Kong_Sal99_19_contigs.fa	NODE_18_length_75611_cov_73.925729	9232	10035	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Hong_Kong_Sal99_19_contigs.fa	NODE_18_length_75611_cov_73.925729	10096	10911	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Hong_Kong_Sal99_19_contigs.fa	NODE_18_length_75611_cov_73.925729	31299	32159	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Hong_Kong_Sal99_19_contigs.fa	NODE_1_length_557535_cov_20.782534	194069	194506	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Mainland_China_GCA_023606685.fna	JALJFH010000001.1	810753	811190	+	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Mainland_China_GCA_023606685.fna	JALJFH010000012.1	43487	44347	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Mainland_China_GCA_023606685.fna	JALJFH010000012.1	64735	65550	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
Genome/Mainland_China_GCA_023606685.fna	JALJFH010000012.1	65611	66414	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
Genome/Mainland_China_GCA_023606685.fna	JALJFH010000012.1	66414	67250	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
Genome/Mainland_China_GCA_023606685.fna	JALJFH010000012.1	67971	68831	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Mainland_China_GCA_023606785.fna	JALJFO010000001.1	508076	508513	-	aac(6')-Iaa_1	1-438/438	===============	0/0	100.00	96.35	resfinder	NC_003197	aac(6')-Iaa	Amikacin;Tobramycin
Genome/Mainland_China_GCA_023606785.fna	JALJFO010000012.1	43487	44347	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
Genome/Mainland_China_GCA_023606785.fna	JALJFO010000012.1	64735	65550	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
